paper_id,title,year,source,scope_branch,decision,rule,criteria,reason,abstract
13999,Evaluating LLM-based Agents for Multi-turn Conversations: A Survey,2026,openalex,generic,exclude,D1,E4,"“Using a PRISMA-inspired framework, we systematically reviewed nearly 250 scholarly sources” — an explicit secondary/survey study of evaluation methods (D1/E4).","This survey examines evaluation methods for large language model (LLM)-based agents in multi-turn conversational settings. Using a PRISMA-inspired framework, we systematically reviewed nearly 250 scholarly sources, capturing the state-of-the-art from various venues of publication, and establishing a solid foundation for our analysis. Our study offers a structured approach by developing two interrelated taxonomy systems: one that defines what to evaluate and another that explains how to evaluate . The first taxonomy identifies key components of LLM-based agents for multi-turn conversations and their evaluation dimensions, including task completion, response quality, user experience, memory and context retention, as well as planning and tool integration. These components ensure that the performance of conversational agents is assessed in a holistic and meaningful manner. The second taxonomy system focuses on the evaluation methodologies. It categorizes approaches into annotation-based evaluations, automated metrics, hybrid strategies that combine human assessments with quantitative measures, and self-judging methods utilizing LLMs. This framework not only captures traditional metrics derived from language understanding, such as BLEU and ROUGE scores, but also incorporates advanced techniques that reflect the dynamic, interactive nature of multi-turn dialogues. Together, these frameworks summarize the current status quo, expose limitations in traditional practices, and provide a structured blueprint for improvement. Based on the summarization of existing studies, we identify several challenges and propose future directions, including the development of scalable, real-time evaluation pipelines, enhanced privacy-preserving mechanisms, and robust metrics that capture dynamic multi-turn interactions. Our contributions bridge historical insights with modern practices, paving the way for next-generation, reliably evaluated conversational AI systems and offering a comprehensive guide for researchers and practitioners."
14003,A Survey on LLM-based Multi-Agent AI Hospital,2025,openalex,both,exclude,D1,E4,“This survey carefully analyzes 72 studies on LLM-based medical agents... and systematically introduces a structured taxonomy” — an explicit survey (D1/E4).,"AI hospitals use agent-driven multi-agent systems based on large language models (LLMs) to automate and optimize medical workflows, enabling intelligent agents to understand, reason, and assist in complex medical tasks. Although AI-driven healthcare applications are developing rapidly, research remains fragmented across various scenarios. This survey carefully analyzes 72 studies on LLM-based medical agents published between 2023 and 2025, provides a comprehensive review of AI hospitals, and systematically introduces a structured taxonomy to categorize its core components and applications. Additionally, we explored the key challenges associated with the core components of AI hospitals, including agent roles, interaction patterns, reasoning mechanisms, memory management, and tool integration. Finally, we explore how to further develop the AI hospital into a more meaningful research and practice platform that supports medical simulation, complex problem-solving, evaluation, and synthetic data generation. This, in turn, will accelerate progress in clinical reasoning, decision support, and AI-driven medical innovation, highlighting the crucial role of AI hospitals as the foundational framework for AI-powered healthcare ecosystems. By providing a structured perspective, this survey bridges AI and healthcare research, providing a roadmap for strengthening interdisciplinary collaboration and the practical applicability of AI hospitals."
14028,Agentic Unlearning: When LLM Agent Meets Machine Unlearning,2026,semantic,both,include,T3,,"SBU 'unlearns jointly across parameter and memory pathways,' explicitly maintaining 'dependency closure-based unlearning' over a persistent external memory alongside parametric suppression -- the hybrid case T3 marks as include.","In this paper, we introduce \textbf{agentic unlearning} which removes specified information from both model parameters and persistent memory in agents with closed-loop interaction. Existing unlearning methods target parameters alone, leaving two critical gaps: (i) parameter-memory backflow, where retrieval reactivates parametric remnants or memory artifacts reintroduce sensitive content, and (ii) the absence of a unified strategy that covers both parameter and memory pathways. We present Synchronized Backflow Unlearning (SBU), a framework that unlearns jointly across parameter and memory pathways. The memory pathway performs dependency closure-based unlearning that prunes isolated entities while logically invalidating shared artifacts. The parameter pathway employs stochastic reference alignment to guide model outputs toward a high-entropy prior. These pathways are integrated via a synchronized dual-update protocol, forming a closed-loop mechanism where memory unlearning and parametric suppression reinforce each other to prevent cross-pathway recontamination. Experiments on medical QA benchmarks show that SBU reduces traces of targeted private information across both pathways with limited degradation on retained data."
14030,When Errors Become Narratives: A Longitudinal Taxonomy of Silent Failures in a Production LLM Agent Runtime,2026,semantic,generic,exclude,T5,E5,"“maintaining memory” is one item in a list of runtime responsibilities (“scheduling jobs, calling tools, maintaining memory, and pushing results to humans”, “a knowledge-base memory plane”); the paper's contribution is a failure taxonomy, not the memory mechanism (T5).","LLM agent systems increasingly run as long-lived autonomous runtimes: scheduling jobs, calling tools, maintaining memory, and pushing results to humans. We present a longitudinal study of silent failures in one such system: a personal-assistant agent runtime in continuous production since March 2026, with roughly 40 scheduled jobs, 8 LLM providers, a tool-governance proxy, and a knowledge-base memory plane, defended by 4,286 unit tests and 827 governance checks. Over eight weeks we documented 22 incidents with full root-cause postmortems, in which one meta-pattern -- a failure whose error signal never reaches a human in actionable form -- manifested at least 28 times. We derive a five-class, mechanism-oriented taxonomy: (A) environment and platform quirks, (B) design-assumption mismatches, (C) error swallowing and dilution, (D) chained hallucination and fabrication, (E) operational omission and forensic blind spots. Class D is unique to LLM systems and the most dangerous: the system does not merely fail to report an error -- the LLM transforms it into fluent, plausible narrative delivered to the user. We term this fail-plausible: gray failure's differential observability escalated -- the observer is not just blind, it is convincingly lied to by the failure itself. Three findings: about 70% of silent failures were caught by human user-view observation, not tests or audits; a retrospective audit of 15 incidents found 0% ex-ante prevention but 87% regression blocking -- audits are regression engines, not prediction engines; incident latency (13 hours to 60 days) tracks failure mechanism, not code complexity -- the longest-lived failures lived in the seams between components, where no test runs. We describe the resulting defense framework and distill design principles for agent systems whose failures are loud, attributable, and boring. All postmortems and artifacts are public."
14032,Compositional Threat Analysis of Latent Compromise in LLM Agent Systems: The Order 66 Scenario,2026,semantic,generic,include,T6,,"The threat model centres on 'a deployed artifact or shared memory bearing a dormant destructive rule' later activated, analysing 'post-release durable seeding' via memory as one of the population-reach routes for a persistent, agent-affecting compromise. Hard case: this is a theoretical/compositional security analysis (D1 keeps it primary, coded philosophical), and memory is one of two named vectors (artifact or shared memory) rather than the sole focus, so inclusion under T6 is borderline.","In the fictional Order 66, catastrophe does not arise from a powerful command alone: a trusted population is preconditioned, a short directive activates the concealed condition, and protective authority turns against the system. This paper translates that mechanism into an origin-neutral security analysis of tool-using large language model (LLM) agents. A representative scenario combines a deployed artifact or shared memory bearing a dormant destructive rule, a later email, document, update, or peer message that activates it, and an agent harness granting operational and recovery authority. We introduce a compositional model explaining why no component is catastrophic alone, yet their conjunction can produce correlated destructive action. We separate three population-reach routes --- release-time pre-positioning, post-release durable seeding, and peer replication --- from a common core of dormancy, activation, authority, reachable targets, and failed recovery. This yields defensive cut sets and shows why checkpoint scanning or prompt filtering cannot close every route. A two-class example shows that cross-class feedback can sustain spread even when both within-class reproduction terms are below one; isolation and persistence controls suppress the loop. Published work instantiates constituent mechanisms, while incidents demonstrate autonomous boundary crossing, malicious agent extensions, agent-assisted reconnaissance, and public-package propagation, but not the full dormant-implant composition. We found no public observation, in evidence reviewed through 5 August 2026, traversing the complete Order 66 graph. The result is neither dismissal nor prediction: the scenario is componentwise credible under stated assumptions, damage depends on the harness, and the strongest defenses are capability mediation, durable-state provenance, propagation isolation, and protected recovery."
14036,Agent4FaceForgery: Multi-Agent LLM Framework for Realistic Face Forgery Detection,2025,semantic,both,exclude,T5,E5,"“LLM-powered agents, equipped with profile and memory modules, simulate the forgery creation process” — memory is named only as one equipped module, never elaborated or evaluated; the contribution is the forgery-data generation/detection pipeline (T5).","Face forgery detection faces a critical challenge: a persistent gap between offline benchmarks and real-world efficacy,which we attribute to the ecological invalidity of training data.This work introduces Agent4FaceForgery to address two fundamental problems: (1) how to capture the diverse intents and iterative processes of human forgery creation, and (2) how to model the complex, often adversarial, text-image interactions that accompany forgeries in social media. To solve this,we propose a multi-agent framework where LLM-poweredagents, equipped with profile and memory modules, simulate the forgery creation process. Crucially, these agents interact in a simulated social environment to generate samples labeled for nuanced text-image consistency, moving beyond simple binary classification. An Adaptive Rejection Sampling (ARS) mechanism ensures data quality and diversity. Extensive experiments validate that the data generated by our simulationdriven approach brings significant performance gains to detectors of multiple architectures, fully demonstrating the effectiveness and value of our framework."
14038,"Multi-Agent LLM Collaboration for Adaptive Code Review, Debugging, and Security Analysis",2025,semantic,generic,include,T2,,"The framework uses 'FAISS-based memory' where 'A feedback mechanism enables users to influence future AI suggestions, ensuring that recommendations evolve based on individual preferences and past interactions' -- memory is written from interactions and conditions future output, with its effect directly evaluated.","Automated code review systems have improved software development, yet many lack contextual awareness, leading to redundant feedback and limited adaptability to user-specific coding styles. This paper presents a multi-agent AI-driven framework that leverages FAISS-based memory to improve review efficiency, personalization, and collaboration. The system integrates code review, bug detection, and security analysis agents, operating independently and interactively to analyze and refine code submissions. A feedback mechanism enables users to influence future AI suggestions, ensuring that recommendations evolve based on individual preferences and past interactions. Through structured experiments, we evaluated the impact of FAISS memory on the reduction of redundant feedback, evaluated the effectiveness of collaborative agent execution, and measured the system’s ability to adapt to coding patterns over time. The results indicate that the incorporation of FAISS significantly improves AI-assisted development by minimizing unnecessary repetitions while maintaining essential corrective feedback. This research demonstrates the potential of adaptive AI systems in software engineering, contributing to more intelligent, context-aware, and efficient code review methodologies."
14042,Adaptive Communication Protocols for Manager-Worker Small LLM Multi-Agent Systems in Resource-Constrained Environments,2025,semantic,generic,exclude,T1,E1,"'memory, and energy constraints' here means device resource budgets for small LLMs on IoT edge hardware ('51.2% CPU usage reduction and 50.4% energy savings'); no cross-turn agent state semantics are described.","The proliferation of Internet of Things (IoT) and edge computing paradigms has necessitated the deployment of intelligent multi-agent systems in resource-constrained environments, where traditional communication protocols fail to optimize bandwidth utilization and energy consumption. This paper presents a novel adaptive communication framework specifically designed for manager-worker small Large Language Models (LLMs) multi-agent systems operating under stringent computational, memory, and energy constraints. Our approach integrates three synergistic innovations: (1) a lightweight semantic filtering module employing knowledge-distilled small LLMs (DistilBERT 66M parameters, TinyBERT 4.4M parameters) for real-time extraction of task-relevant information with minimal computational overhead, (2) a dynamic hierarchical coordination scheme enabling runtime role reassignment based on evolving task complexity and resource availability, and (3) an adaptive topology control mechanism leveraging algebraic connectivity measures to optimize network robustness while minimizing communication overhead. Comprehensive simulation-based evaluation across five distinct IoT deployment scenarios demonstrates substantial improvements in communication efficiency, achieving an average token reduction of $\mathbf{5 7. 4 \%}$ (range: $\mathbf{5 4. 1 - 5 9. 4 \%}$) while maintaining task completion rates within 8.3 percentage points of baseline performance. The framework exhibits superior coordination quality improvements of 6.0 %, coupled with significant resource optimization including $\mathbf{5 1. 2 \%}$ CPU usage reduction and 50.4 % energy savings, validating its practical suitability for edge computing deployments in resource-critical applications."
14044,MemAdapter: Fast Alignment across Agent Memory Paradigms via Generative Subgraph Retrieval,2026,semantic,both,include,T6,,"MemAdapter 'enables fast alignment across agent memory paradigms' (explicit, parametric, latent) via a 'generative subgraph retriever,' directly infrastructure/technique work characterising agent memory, T6.","Memory mechanism is a core component of LLM-based agents, enabling reasoning and knowledge discovery over long-horizon contexts. Existing agent memory systems are typically designed within isolated paradigms (e.g., explicit, parametric, or latent memory) with tightly coupled retrieval methods that hinder cross-paradigm generalization and fusion. In this work, we take a first step toward unifying heterogeneous memory paradigms within a single memory system. We propose MemAdapter, a memory retrieval framework that enables fast alignment across agent memory paradigms. MemAdapter adopts a two-stage training strategy: (1) training a generative subgraph retriever from the unified memory space, and (2) adapting the retriever to unseen memory paradigms by training a lightweight alignment module through contrastive learning. This design improves the flexibility for memory retrieval and substantially reduces alignment cost across paradigms. Comprehensive experiments on three public evaluation benchmarks demonstrate that the generative subgraph retriever consistently outperforms five strong agent memory systems across three memory paradigms and agent model scales. Notably, MemAdapter completes cross-paradigm alignment within 13 minutes on a single GPU, achieving superior performance over original memory retrievers with less than 5% of training compute. Furthermore, MemAdapter enables effective zero-shot fusion across memory paradigms, highlighting its potential as a plug-and-play solution for agent memory systems."
14045,PEAM: Parametric Embodied Agent Memory through Contrastive Internalization of Experience in Minecraft,2026,semantic,both,exclude,T3,E2,"PEAM 'transforms agent memory from inference-time retrieval into parameter-resident skills internalized through experience' via LoRA adapters ('parameter-level continual learning') with no externalised store described -- exclusively parametric memory, E2.","We present PEAM, a Parametric Embodied Agent Memory framework in Minecraft that transforms agent memory from inference-time retrieval into parameter-resident skills internalized through experience. PEAM pairs a slow deliberative LLM for open-ended reasoning with a fast parametric module for reflexive execution of consolidated skills. The fast module is a multimodal Mixture-of-Experts LoRA architecture with per-category physically isolated adapters, enabling parameter-level continual learning without catastrophic forgetting. We treat failure as a first-class training signal: failure--correction trajectory pairs are internalized through a joint behavioral-cloning and contrastive objective, so the agent learns not only what succeeds but also how corrected actions differ from failed ones. To govern consolidation, PEAM introduces a parameterization-worthiness score for deciding which experience should be internalized, and a scale-free self-triggered consolidation mechanism for deciding when to internalize without task-specific hand-tuned thresholds, making the agent self-evolving as the trigger transfers across task distributions without re-tuning. Experiments in Minecraft show that PEAM improves long-horizon task performance, mitigates forgetting on previously consolidated skills, and improves parametric-versus-retrieval efficiency over retrieval-based embodied agents and parametric memory variants."
14047,ChronoMem: Version Control and Semantic Rollback for Large Language Model Agent Memory,2026,semantic,both,include,T2,,"ChronoMem “commits whole-memory snapshots at each memory write, maintains structured version histories, and supports natural-language rollback requests” for LLM agent memory (T2).","LLM agents increasingly rely on long-term memory to support multi-session interaction and personalization. However, existing agent memory systems are designed around forward-only evolution, continuously accumulating, consolidating, and overwriting knowledge, with no principled mechanism to inspect, version, or revert prior states. This makes agents brittle under corrections, concept drift, and memory corruption, particularly after they have already been exposed to subsequent information. We present ChronoMem, a semantic version-control layer for agentic memory integrated into the production-ready, open-source Agent Development Kit by Google. ChronoMem commits whole-memory snapshots at each memory write, maintains structured version histories, and supports natural-language rollback requests by mapping undo intents to concrete historical versions through hybrid lexical and semantic retrieval, rank fusion, and reranking. We further introduce a post-exposure evaluation protocol that tests whether an agent can behave counterfactually after rollback by answering queries and summarizing history as if future updates had never occurred. On long-horizon conversational benchmarks augmented with evolving memory states and rollback tasks, ChronoMem substantially improves rollback-consistent question answering and history summarization relative to prompt-only and retrieval-only baselines, while achieving strong performance in semantic version selection. To our knowledge, ChronoMem is the first open-source system and benchmark for systematic semantic global memory rollback in LLM agents."
14061,"Toward Reliable Evaluation of LLM-Based Financial Multi-Agent Systems: Taxonomy, Coordination Primacy, and Cost Awareness",2026,semantic,both,exclude,D1,E4,"“This survey makes three contributions. First, we introduce a four-dimensional taxonomy, covering... memory architecture” applied to 12 systems — an explicit survey (D1/E4).","Multi-agent systems based on large language models (LLMs) for financial trading have grown rapidly since 2023, yet the field lacks a shared framework for understanding what drives performance or for evaluating claims credibly. This survey makes three contributions. First, we introduce a four-dimensional taxonomy, covering architecture pattern, coordination mechanism, memory architecture, and tool integration; applied to 12 multi-agent systems and two single-agent baselines. Second, we formulate the Coordination Primacy Hypothesis (CPH): inter-agent coordination protocol design is a primary driver of trading decision quality, often exerting greater influence than model scaling. CPH is presented as a falsifiable research hypothesis supported by tiered structural evidence rather than as an empirically validated conclusion; its definitive validation requires evaluation infrastructure that does not yet exist in the field. Third, we document five pervasive evaluation failures (look-ahead bias, survivorship bias, backtesting overfitting, transaction cost neglect, and regime-shift blindness) and show that these can reverse the sign of reported returns. Building on the CPH and the evaluation critique, we introduce the Coordination Breakeven Spread (CBS), a metric for determining whether multi-agent coordination adds genuine value net of transaction costs, and propose minimum evaluation standards as prerequisites for validating the CPH."
14068,Learning What to Remember and What to Internalize in LLM Self-Evolution via Adaptive Memory-Parameter Coordination,2026,semantic,generic,include,T3,,"COVE unifies 'harness-based approaches, which externalize feedback into editable memories or skills' with 'parameter-based approaches, which internalize experience into model parameters' -- an externalized, agent-writable store maintained alongside parametric updates, a hybrid per T3.","Large language model agents increasingly operate in dynamic environments where tool interfaces, APIs, and user requirements change after deployment. Existing self-evolution methods mainly follow two paradigms: harness-based approaches, which externalize feedback into editable memories or skills for rapid adaptation, and parameter-based approaches, which internalize experience into model parameters for deeper capability improvement. However, using either mechanism alone creates a trade-off between flexibility and performance. This paper asks how an agent can coordinate both channels to achieve robust self-evolution. We present COVE, a unified agent self-evolution framework that combines harness-based and parameter-based learning through task-aware routing, stage-aware scheduling, and knowledge optimization. Through this design, COVE treats self-evolution not as indiscriminate accumulation of experience, but as a coordinated process that matches tasks and knowledge types to appropriate learning mechanisms. Experiments across multiple task categories show that COVE outperforms single-channel evolution strategies, demonstrating more robust and efficient improvement under changing environments."
14071,Seeing and Reflecting: Multimodal Memory-Enhanced Agent Collaboration for Recommendation,2026,semantic,both,include,T7,,"“collaborative User and Item Memory Agents maintain persistent multimodal memories and update them through an attribute-guided reinforcement-and-reflection mechanism” — shared, agent-written memory across the multi-agent recommendation system (T7).","Large language model (LLM)-based agentic recommender systems show promise in modeling user preferences through natural-language reasoning, yet they remain limited by text-centric inputs and coarse-grained memory updates, making agents prone to missing visual evidence, semantic noise, and preference drift. To address these limitations, we propose MMEACR, a Multimodal Memory-Enhanced Agent Collaboration framework for recommendation. MMEACR introduces a dual-track memory architecture that separates interpretable agent reasoning from fine-grained multimodal matching. In the reasoning track, collaborative User and Item Memory Agents maintain persistent multimodal memories and update them through an attribute-guided reinforcement-and-reflection mechanism. In the matching track, a decoupled multi-modal embedding memory is built from raw interaction narratives and item images to preserve detailed cross-modal signals beyond structured memory updates. The two tracks are integrated through weighted Reciprocal Rank Fusion to produce robust and interpretable rankings. Experiments on three real-world domains show that MMEACR achieves strong overall performance against competitive LLM-based and agent-based baselines, with notable gains in visually grounded recommendation scenarios."
14072,LSTM-MAS: A Long Short-Term Memory Inspired Multi-Agent System for Long-Context Understanding,2026,semantic,both,include,T4,,"The 'manager agent...globally regulates information propagation and retention, analogous to LSTM and its input gate, forget gate...and output gate' is a gated policy over what segment-level information survives into later processing steps of the multi-agent chain -- flagged as a hard case since it processes one long document rather than dialogue turns.","Effectively processing long contexts remains a fundamental yet unsolved challenge for large language models (LLMs). Existing single-LLM-based methods primarily reduce the context window or optimize the attention mechanism, but they often encounter additional computational costs or constrained expanded context length. While multi-agent-based frameworks can mitigate these limitations, they remain susceptible to the accumulation of errors and the propagation of hallucinations. In this work, we draw inspiration from the Long Short-Term Memory (LSTM) architecture to design a Multi-Agent System called LSTM-MAS, emulating LSTM's hierarchical information flow and gated memory mechanisms for long-context understanding. Specifically, LSTM-MAS organizes agents in a chained architecture, where each node comprises a worker agent for segment-level comprehension, a filter agent for redundancy reduction, a judge agent for continuous error detection, and a manager agent for globally regulates information propagation and retention, analogous to LSTM and its input gate, forget gate, constant error carousel unit, and output gate. These novel designs enable controlled information transfer and selective long-term dependency modeling across textual segments, which can effectively avoid error accumulation and hallucination propagation. We conducted an extensive evaluation of our method. Compared with the previous best multi-agent approach, CoA, our model achieves improvements of 97.97%, 65.75%, 122.19%, 39.61% and 10.80% on Narrative QA, Qasper, HotpotQA, 2WikiMQA and MuSiQue, respectively."
14074,Hierarchical Long-Term Semantic Memory for LinkedIn's Hiring Agent,2026,semantic,both,include,T2,,"HLTM 'extracts implicit and explicit signals from noisy longitudinal behavioral data, stores them in a structured form, and supports low-latency retrieval' for LinkedIn's Hiring Assistant -- agent-authored, persistently stored, retrieved state.","Large Language Model (LLM) agents are increasingly used in real-world products, where personalized and context-aware user interactions are essential. A central enabler of such capabilities is the agent's long-term semantic memory system, which extracts implicit and explicit signals from noisy longitudinal behavioral data, stores them in a structured form, and supports low-latency retrieval. Building industrial-grade long-term memory for LLM agents raises five challenges: scalability, low-latency retrieval, privacy constraints, adaptability, and observability. We introduce the Hierarchical Long-Term Semantic Memory (HLTM) framework, which organizes textual data into a schema-aligned memory tree that captures semantic knowledge at multiple levels of granularity, enabling scalable ingestion, privacy-aware storage, low-latency retrieval, and transparent provenance; HLTM further incorporates an adaptation mechanism to generalize across diverse use cases. Extensive evaluations on LinkedIn's Hiring Assistant show that HLTM improves answer correctness by more than 5% and retrieval F1 by more than 10%, while significantly advancing the Pareto frontier between query and indexing latency. HLTM has been fully deployed in LinkedIn's Hiring Assistant to power core personalization features in production hiring workflows."
14075,LatticeMind: A Conflict-Aware Memory Primitive for Multi-Agent Systems,2026,semantic,generic,include,T7,,LatticeMind is “a conflict-aware structured memory that handles contradiction at write time. It maintains explicit item status” for multi-agent LLM systems — explicit run-time write/read memory conditioning multi-agent behavior (T7).,"Multi-agent LLM systems often fail not for lack of candidate answers, but because they have no persistent mechanism for deciding which incompatible claim should currently be trusted. Majority vote, debate, and judge-based selection choose an output without recording which claim wins, which is contested, or why a later update supersedes it. We present \term{LatticeMind}, a conflict-aware structured memory that handles contradiction at write time. It maintains explicit item status, applies cheap symbolic conflict checks, and invokes LLM reconciliation only for unresolved semantic cases. On a label-blind ConflictBank evaluation that removes source-name hints, LatticeMind reaches 0.97 accuracy versus 0.61 for the strongest aggregation baseline, with the gap significant at $p<10^{-6}$ by paired McNemar test. Ablations show that removing the checker or the reconciler costs 12 to 14 points. On four secondary planning benchmarks the picture is mixed: LatticeMind beats naive merge on three of four, but does not replace deliberation methods on tasks rewarding iterative search."
14077,"Warp-Cortex: An Asynchronous, Memory-Efficient Architecture for Million-Agent Cognitive Scaling on Consumer Hardware",2026,semantic,generic,exclude,T1,E1,"Warp Cortex “reduce[s] memory complexity from O(N * L) to O(1) for weights and O(N * k) for context” by treating “the KV-cache as a point cloud” — a GPU/VRAM memory-efficiency optimization for scaling agent count, not cross-session agent state (T1/E1).","Current multi-agent Large Language Model (LLM) frameworks suffer from linear memory scaling, rendering""System 2""parallel reasoning impractical on consumer hardware. We present Warp Cortex, an asynchronous architecture that theoretically enables million-agent cognitive scaling by decoupling agent logic from physical memory. Through Singleton Weight Sharing and a novel Topological Synapse--inspired by hybrid landmarking techniques from Topological Data Analysis (TDA)--we reduce memory complexity from O(N * L) to O(1) for weights and O(N * k) for context, where k<<L. By treating the KV-cache as a point cloud in latent space, we apply witness-complex-inspired sparsification to preserve persistent homological features of the context manifold. On a single NVIDIA RTX 4090, we empirically demonstrate 100 concurrent agents at 2.2 GB total VRAM, with theoretical capacity exceeding 1,000 agents before compute latency becomes the bottleneck. We further introduce Referential Injection, a non-intrusive KV-cache update mechanism that allows asynchronous sub-agents to influence primary generation without stream disruption."
14078,Memory Non-Sharing and Context Fragmentation in Multi-Agent Systems: Problems and Solutions,2026,semantic,both,include,T7,,"The framework encodes failures as nodes/edges “forming a retrievable failure pattern subgraph” that agents “proactively retrieve” in later “task planning, tool calling, and multi-agent collaboration” — shared memory written and read across the multi-agent system (T7).","Large Language Model (LLM)-based multi-agent systems show great potential in collaborative complex tasks. However, limited by fixed context windows and flawed memory mechanisms, they often suffer from issues such as memory non-sharing, context fragmentation, and hallucination cascades, which severely undermine collaboration effectiveness. Existing studies have alleviated some problems through shared memory, knowledge graphs, and reflection mechanisms. Nevertheless, reflection mostly focuses on correcting current errors, lacking explicit modeling and long-term memory of error causes and failure patterns, leading systems to potentially repeat mistakes in similar scenarios. Building on the framework of shared structured graph memory and reflective update, this paper proposes a multi-agent reflection mechanism incorporating failure pattern memory. The core idea is: during the reflection phase, not only identify and correct erroneous facts and inconsistent reasoning paths, but also extract error types, root causes, and typical context patterns. These are encoded as nodes (e.g., ErrorEvent, RootCause, MitigationRule, ContextPattern) and relational edges in the graph, forming a retrievable failure pattern subgraph. In subsequent task planning, tool calling, and multi-agent collaboration, the system can proactively retrieve these failure pattern memories and inject corresponding preventive rules and risk prompts into the current context, thereby achieving a shift from ""post-hoc error correction"" to ""pre-emptive prevention"". We present the complete system architecture and collaboration process, discuss potential advantages compared to traditional multi-agent memory and reflection mechanisms, and design corresponding baseline comparison schemes and evaluation metrics. This framework is expected to yield significant gains in reducing hallucination repetition rates, minimizing cross-agent conflicts, improving task success rates, and enhancing long-term adaptive capabilities."
14083,An LLM Framework for Inferring Household Energy Consumption Through Behaviour Simulation,2025,semantic,both,include,T2,,"The framework's “key innovation is a formal mechanism for agent memory evolution, where AI-driven self-reflection on past actions organically updates long-term characteristics, enabling the simulation of learned habits” (T2).","Decarbonisation and the proliferation of Distributed Energy Resources (DERs) such as residential solar photovoltaic (PV) systems and electric vehicles (EVs) are creating unprecedented challenges for electricity grid management, necessitating advanced, behaviourally realistic simulation models. This paper proposes a novel framework for simulating household energy consumption using Large Language Model (LLM) agents, moving beyond static simulations to generate dynamic, context-aware individual behaviours. The methodology integrates a structured Chain-of-Thought (CoT) prompting strategy with contextual data to generate transparent daily activity schedules. Its key innovation is a formal mechanism for agent memory evolution, where AI-driven self-reflection on past actions organically updates long-term characteristics, enabling the simulation of learned habits and emergent behaviours. Validation against Pecan Street data suggests the framework produces plausible outputs, representing a significant step toward high-fidelity energy models. This work opens new possibilities for analysing complex policy questions related to demand response, energy equity, and technology adoption. While acknowledging the challenges of LLM-based simulation, this approach offers a novel method for capturing nuanced, context-driven human behaviour and the impacts on energy consumption."
14087,SCOPE: Prompt Evolution for Enhancing Agent Effectiveness,2025,semantic,both,include,T4,,"SCOPE “routes guidelines between tactical memory (immediate error correction) and strategic memory, which is continuously refined through conflict resolution, subsumption pruning, and consolidation” to evolve the agent's own prompt (T4).","Large Language Model (LLM) agents are increasingly deployed in environments that generate massive, dynamic contexts. However, a critical bottleneck remains: while agents have access to this context, their static prompts lack the mechanisms to manage it effectively, leading to recurring Corrective and Enhancement failures. To address this capability gap, we introduce Self-evolving Context Optimization via Prompt Evolution (SCOPE). SCOPE frames context management as an \textit{online optimization} problem, synthesizing guidelines from execution traces to automatically evolve the agent's prompt. We propose a Dual-Stream mechanism that routes guidelines between tactical memory (immediate error correction) and strategic memory, which is continuously refined through conflict resolution, subsumption pruning, and consolidation. To maximize strategy coverage, Perspective-Driven Exploration evolves multiple parallel prompts guided by distinct optimization perspectives. Experiments on the HLE benchmark show that SCOPE improves task success rates from 14.23\% to 38.64\% without human intervention. We make our code publicly available at https://github.com/JarvisPei/SCOPE."
14090,Verify Before You Commit: Towards Faithful Reasoning in LLM Agents via Self-Auditing,2026,semantic,generic,exclude,T5,E5,"'reasoning trajectories are treated as reliable internal beliefs for guiding actions and updating memory' is background framing; the claimed contribution is adversarial self-auditing/verification of belief states (SAVeR), not a memory design, so memory is incidental.","In large language model (LLM) agents, reasoning trajectories are treated as reliable internal beliefs for guiding actions and updating memory. However, coherent reasoning can still violate logical or evidential constraints, allowing unsupported beliefs repeatedly stored and propagated across decision steps, leading to systematic behavioral drift in long-horizon agentic systems. Most existing strategies rely on the consensus mechanism, conflating agreement with faithfulness. In this paper, inspired by the vulnerability of unfaithful intermediate reasoning trajectories, we propose \textbf{S}elf-\textbf{A}udited \textbf{Ve}rified \textbf{R}easoning (\textsc{SAVeR}), a novel framework that enforces verification over internal belief states within the agent before action commitment, achieving faithful reasoning. Concretely, we structurally generate persona-based diverse candidate beliefs for selection under a faithfulness-relevant structure space. To achieve reasoning faithfulness, we perform adversarial auditing to localize violations and repair through constraint-guided minimal interventions under verifiable acceptance criteria. Extensive experiments on six benchmark datasets demonstrate that our approach consistently improves reasoning faithfulness while preserving competitive end-task performance."
14094,Compound AI System for Personalized Learning: Integrating LLM Agents with Knowledge Graphs,2024,semantic,both,include,T4,,The framework merges an LLM agent with Knowledge Graphs 'enhanced by advanced retrieval tools and a robust long-term memory mechanism' shown to 'accurately track[] learner progress' across the tutoring dialogue.,"Personalized learning plays a critical role in enhancing educational outcomes by customizing experiences to meet individual learners' unique needs, preferences, and abilities. Although Large Language Models (LLMs) offer promising opportunities for personalization through natural language interactions, they face challenges related to maintaining long-term context and ensuring traceability of a learner's evolving knowledge. This paper introduces a composite AI framework that merges an LLM-powered conversational agent with Knowledge Graphs (KGs) structured according to Knowledge Space Theory (KST), enhanced by advanced retrieval tools and a robust long-term memory mechanism. This system autonomously orchestrates meaningful, context-aware dialogues while utilizing function calling to access various tools, effectively bridging the gap between dynamic interactions and structured knowledge representation. Our empirical evaluations indicate that the proposed system excels in maintaining coherent dialogues, accurately tracking learner progress, and providing reliable, personalized educational support. By addressing the limitations of standalone LLMs and traditional adaptive learning systems, this integrated approach signifies a notable advancement in intelligent educational technology."
